landmarkId,landmarkType,nomOff,lang,timeType,timeStamp,timePrec,timeCal,statement
http://www.wikidata.org/entity/Q3389854,thoroughfare,place Henri Langlois,fr,start,1995-07-18T00:00:00Z,11,http://www.wikidata.org/entity/Q1985727,http://www.wikidata.org/entity/statement/Q3389854-51B40A4A-C2C3-474C-BE65-EB21B31C8889
http://www.wikidata.org/entity/Q3368161,thoroughfare,passage du Moulin des Prés,fr,start,1895-01-01T00:00:00Z,9,http://www.wikidata.org/entity/Q1985727,http://www.wikidata.org/entity/statement/Q3368161-f35f76f0-4857-9479-47a7-9826b0900c83
http://www.wikidata.org/entity/Q3368161,thoroughfare,impasse du Moulin des Prés,fr,end,1895-01-01T00:00:00Z,9,http://www.wikidata.org/entity/Q1985727,http://www.wikidata.org/entity/statement/Q3368161-F889E896-E260-440C-974E-88E58955D882
http://www.wikidata.org/entity/Q3368161,thoroughfare,impasse du Moulin des Prés,fr,start,1873-11-13T00:00:00Z,11,http://www.wikidata.org/entity/Q1985727,http://www.wikidata.org/entity/statement/Q3368161-F889E896-E260-440C-974E-88E58955D882
http://www.wikidata.org/entity/Q3452466,thoroughfare,rue du Moulin des Prés,fr,start,1939-02-08T00:00:00Z,11,http://www.wikidata.org/entity/Q1985727,http://www.wikidata.org/entity/statement/Q3452466-64834BDE-C042-44D7-AA04-FB399EB5635D
http://www.wikidata.org/entity/Q3452548,thoroughfare,rue du Père Guérin,fr,start,1978-08-30T00:00:00Z,11,http://www.wikidata.org/entity/Q1985727,http://www.wikidata.org/entity/statement/Q3452548-5D789547-B664-4C92-A7DB-669B9D22402F
http://www.wikidata.org/entity/Q3449445,thoroughfare,rue Paulin Méry,fr,start,1929-01-05T00:00:00Z,11,http://www.wikidata.org/entity/Q1985727,http://www.wikidata.org/entity/statement/Q3449445-41034CFE-025A-47FA-A21E-A132F5A2C842
http://www.wikidata.org/entity/Q3449445,thoroughfare,rue Thiers,fr,end,1929-01-04T00:00:00Z,11,http://www.wikidata.org/entity/Q1985727,http://www.wikidata.org/entity/statement/Q3449445-6c6edb16-4f12-8259-2ca7-621b6375a8a2
