id;id_fantoir;numero;rep;nom_voie;code_postal;code_insee;nom_commune;code_insee_ancienne_commune;nom_ancienne_commune;x;y;lon;lat;type_position;alias;nom_ld;libelle_acheminement;nom_afnor;source_position;source_nom_voie;certification_commune;cad_parcelles
75104_9382_00016;75104_9382;16;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653578.65;6861792.63;2.367349;48.854499;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00017;75104_9382;17;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653568.02;6861820.41;2.367201;48.854748;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00018;75104_9382;18;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653578.33;6861806.65;2.367343;48.854625;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00019;75104_9382;19;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653568.22;6861837.31;2.367202;48.8549;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00020;75104_9382;20;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653579.82;6861819.31;2.367362;48.854739;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00021;75104_9382;21;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653568.74;6861855.87;2.367207;48.855067;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00022;75104_9382;22;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653580.15;6861832.32;2.367365;48.854856;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00023;75104_9382;23;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653570.36;6861911.35;2.367223;48.855566;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00024;75104_9382;24;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653579.52;6861846.11;2.367355;48.85498;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00025;75104_9382;25;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653571.15;6861927.24;2.367232;48.855709;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00026;75104_9382;26;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653579.85;6861859.01;2.367358;48.855096;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00027;75104_9382;27;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653570.95;6861939.81;2.367228;48.855822;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00028;75104_9382;28;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653580.37;6861878.35;2.367363;48.85527;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00029;75104_9382;29;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653571.9;6861947.7;2.36724;48.855893;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00030;75104_9382;30;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653580.76;6861891.25;2.367367;48.855386;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00032;75104_9382;32;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653580.88;6861896.03;2.367368;48.855429;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00034;75104_9382;34;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653581.06;6861900.92;2.36737;48.855473;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00036;75104_9382;36;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653581.18;6861906.04;2.367371;48.855519;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00038;75104_9382;38;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653581.38;6861912.6;2.367373;48.855578;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00040;75104_9382;40;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653581.67;6861922.16;2.367376;48.855664;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00042;75104_9382;42;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653581.88;6861929.83;2.367378;48.855733;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00044;75104_9382;44;;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653582.18;6861939.17;2.367381;48.855817;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_9382_00021_b;75104_9382;21;b;Rue des Tournelles;75004;75104;Paris 4e Arrondissement;;;653569.95;6861897.12;2.367219;48.855438;parcelle;;;PARIS;RUE DES TOURNELLES;commune;commune;vrai;
75104_7558_00001;75104_7558;1;;Impasse de la Poissonnerie;75004;75104;Paris 4e Arrondissement;;;653288.81;6861929.63;2.363384;48.85571;parcelle;;;PARIS;IMPASSE DE LA POISSONNERIE;commune;commune;vrai;
75104_7558_00002;75104_7558;2;;Impasse de la Poissonnerie;75004;75104;Paris 4e Arrondissement;;;653294.19;6861923.69;2.363458;48.855657;parcelle;;;PARIS;IMPASSE DE LA POISSONNERIE;commune;commune;vrai;
75104_7558_00004;75104_7558;4;;Impasse de la Poissonnerie;75004;75104;Paris 4e Arrondissement;;;653296.59;6861929.34;2.36349;48.855708;parcelle;;;PARIS;IMPASSE DE LA POISSONNERIE;commune;commune;vrai;
75104_7558_00006;75104_7558;6;;Impasse de la Poissonnerie;75004;75104;Paris 4e Arrondissement;;;653295.75;6861934.35;2.363478;48.855753;parcelle;;;PARIS;IMPASSE DE LA POISSONNERIE;commune;commune;vrai;
75104_6707_00001;75104_6707;1;;Rue Necker;75004;75104;Paris 4e Arrondissement;;;653266.69;6861879.54;2.363088;48.855258;parcelle;;;PARIS;RUE NECKER;commune;commune;vrai;
75104_6707_00002;75104_6707;2;;Rue Necker;75004;75104;Paris 4e Arrondissement;;;653272.36;6861873.05;2.363166;48.8552;parcelle;;;PARIS;RUE NECKER;commune;commune;vrai;
75104_6707_00003;75104_6707;3;;Rue Necker;75004;75104;Paris 4e Arrondissement;;;653272.89;6861893.84;2.363171;48.855387;parcelle;;;PARIS;RUE NECKER;commune;commune;vrai;
75104_6707_00004;75104_6707;4;;Rue Necker;75004;75104;Paris 4e Arrondissement;;;653275.87;6861881.25;2.363213;48.855274;parcelle;;;PARIS;RUE NECKER;commune;commune;vrai;
75104_6707_00005;75104_6707;5;;Rue Necker;75004;75104;Paris 4e Arrondissement;;;653278.35;6861906.69;2.363244;48.855503;parcelle;;;PARIS;RUE NECKER;commune;commune;vrai;
75104_6707_00006;75104_6707;6;;Rue Necker;75004;75104;Paris 4e Arrondissement;;;653279.39;6861889.45;2.36326;48.855348;parcelle;;;PARIS;RUE NECKER;commune;commune;vrai;
75104_6707_00008;75104_6707;8;;Rue Necker;75004;75104;Paris 4e Arrondissement;;;653282.75;6861897.2;2.363305;48.855418;parcelle;;;PARIS;RUE NECKER;commune;commune;vrai;
75104_6707_00010;75104_6707;10;;Rue Necker;75004;75104;Paris 4e Arrondissement;;;653286.34;6861905.4;2.363353;48.855492;parcelle;;;PARIS;RUE NECKER;commune;commune;vrai;
