Siècle;Identifiant;Type voie;Préposition voie;Nom voie;Dénomination complète;Dénomination complète minuscule;Arrondissement;Date de l'arrêté;Date de caducité;Code voie VdP;Quartier;Code voie DGFIP;Longueur voie;Largeur voie;Feuille parcellaire;Début voie;Fin voie;Numéro pair;Numéro impair;Alignement;Servitude;Historique;Dénomination;Classement;Observation;Numérotage;Origine du nom;Déclassement;Nivellement;Assainissement;Ouverture
;7938;passage;;Bender;PASSAGE BENDER;passage Bender;;;;;;;;;;;;;;;;Actuellement pas. Binder.;;;;;;;;;
;8578;chemin de ronde;des;Amandiers;CHEMIN DE RONDE DES AMANDIERS;chemin de ronde des Amandiers;11e;;1864-12-30;;Saint-Ambroise;;;;;;;;;;;Dénommé partie du boulevard de Ménilmontant par arrêté préfectoral du 30 décembre 1864.;;;;;;;;;
19;8581;avenue;des;Amandiers;AVENUE DES AMANDIERS;avenue des Amandiers;11e;1867-02-26;1879-05-04;;Folie-Méricourt;;;;;;;;;;;Dénommée partie de l'avenue de la République par arrêté préfectoral du 4 mai 1879.;Arrêté préfectoral du 26 février 1867.;;;;;;;;
;4467;impasse;de la;Légion;IMPASSE DE LA LEGION;impasse de la Légion;;;;;;;;;;;;;;;;Supprimé. Etait située av. de la Porte de Choisy.;;;;;;;;;
;4323;cité;;Lugand;CITE LUGAND;cité Lugand;11e;;;;Folie-Méricourt;;;;;;;;;;;Actuellement impasse de la Baleine.;;;;;;;;;
;7646;rue;des;Bourdonnas;RUE DES BOURDONNAS;rue des Bourdonnas;;;;;;;;;;;;;;;;Actuellement partie de la rue des Bourdonnais.;;;;;;;;;
;7648;rue;;Bourdelle;RUE BOURDELLE;rue Bourdelle;;;;;;;;;;;;;;;;Ou Bourdet. Voir : Bourdet (rue).;;;;;;;;;
;7658;rue;de;Bourbon;RUE DE BOURBON;rue de Bourbon;;;;;;;;;;;;;;;;Actuellement rue Sainte-Apolline.;;;;;;;;;
;8333;impasse;d';Aumont;IMPASSE D'AUMONT;impasse d'Aumont;04e;;1843-02-04;;Saint-Gervais;;;;;;;;;;;Supprimée par une ordonnance royale du 4 février 1843. Elle était située rue de l'Hôtel de Ville.;;;;;;;;;
;8334;rue;;Aumère;RUE AUMERE;rue Aumère;;;;;;;;;;;;;;;;Actuellement rue au Maire.;;;;;;;;;
;7749;rue;de la;Bonne Morue;RUE DE LA BONNE MORUE;rue de la Bonne Morue;;;;;;;;;;;;;;;;Actuellement partie de la rue Boissy d'Anglas.;;;;;;;;;
;7766;passage;;Boisselier;PASSAGE BOISSELIER;passage Boisselier;;;;;;;;;;;;;;;;Voir : Marché Neuf (pas. du).;;;;;;;;;
;7770;sentier;du;Bois de l'Orme;SENTIER DU BOIS DE L'ORME;sentier du Bois de l'Orme;;;;;;;;;;;;;;;;Actuellement rue Janssen.;;;;;;;;;
;815;cul-de-sac;du;Trou Punets;CUL-DE-SAC DU TROU PUNETS;cul-de-sac du Trou Punets;;;;;;;;;;;;;;;;Ou Trou Punais. Voir : Trou Punais (cul-de-sac du).;;;;;;;;;
;823;place;du;Trône Renversé;PLACE DU TRONE RENVERSE;place du Trône Renversé;11e, 12e;;;;Picpus, Sainte-Marguerite;;;;;;;;;;;Actuellement place de la Nation et av. du Trône.;;;;;;;;;
;849;impasse;des;Trois Frères;IMPASSE DES TROIS FRERES;impasse des Trois Frères;12e;;;;Quinze-Vingts;;;;;;;;;;;Supprimée par la construction de l'ancienne prison de Mazas. Elle était située dans la rue Traversière.;;;;;;;;;
;900;rue;;Trenette;RUE TRENETTE;rue Trenette;;;;;;;;;;;;;;;;Actuellement partie de la rue Norvins.;;;;;;;;;
;902;chemin;des;Treilles;CHEMIN DES TREILLES;chemin des Treilles;;;;;;;;;;;;;;;;Actuellement rue Saint-Dominique.;;;;;;;;;
;910;rue;du;Trayoir;RUE DU TRAYOIR;rue du Trayoir;;;;;;;;;;;;;;;;Ou Trahoir. Actuellement partie de la rue Saint-Honoré.;;;;;;;;;
;669;passage;de;Venise;PASSAGE DE VENISE;passage de Venise;;;;;;;;;;;;;;;;Supprimé par l'ouverture du boulevard de Sébastopol. Il allait de l'impasse de Venise (supprimée) à la cour Batave (supprimée).;;;;;;;;;
;1201;rue;;Serisay;RUE SERISAY;rue Serisay;;;;;;;;;;;;;;;;Actuellement rue de la Cerisaie.;;;;;;;;;
;1203;rue;de la;Séquanaise;RUE DE LA SEQUANAISE;rue de la Séquanaise;;;;;;;;;;;;;;;;Actuellement rue Jules Lefebvre.;;;;;;;;;
;1206;ruelle;des;Sept Chenets;RUELLE DES SEPT CHENETS;ruelle des Sept Chenets;;;;;;;;;;;;;;;;Voir : Jardins (rue des).;;;;;;;;;
;1210;chemin;de;Senlis;CHEMIN DE SENLIS;chemin de Senlis;;;;;;;;;;;;;;;;Actuellement av. de Flandre et av. Corentin Cariou.;;;;;;;;;
;1221;rue;de;Seine Saint-Germain;RUE DE SEINE SAINT-GERMAIN;rue de Seine Saint-Germain;;;;;;;;;;;;;;;;Supprimée. Elle était située à l'extrémité du passage du Jeu de Paume, en face de la rue Visconti.;;;;;;;;;
;1227;petite rue;de;Seine;PETITE RUE DE SEINE;petite rue de Seine;;;;;;;;;;;;;;;;Actuellement partie de la rue Bonaparte.;;;;;;;;;
;972;carrefour;de la;Tour;CARREFOUR DE LA TOUR;carrefour de la Tour;;;;;;;;;;;;;;;;Il était formé par la rencontre des rues de la Grande et de la Petite Truanderie.;;;;;;;;;
;1004;rue;du;Tirauer;RUE DU TIRAUER;rue du Tirauer;;;;;;;;;;;;;;;;Ou Tirouer. Voir : Croix du Tiroir (rue de la).;;;;;;;;;
;1030;rue;;Thibault aux Dés;RUE THIBAULT AUX DES;rue Thibault aux Dés;;;;;;;;;;;;;;;;"Actuellement partie de la rue des Bourdonnais. En 1220, rue Théobaldi ad Decios ; en 1295, rue Théobaldi ad Tados et rue Thibaud aux Dés. Ce nom a souvent été altéré. Ainsi au XVe siècle on disait rue Thibaut Ausdet ou Thibault Ausdet, Thibaut Todé, Thibault Oudet, Thiébaud Audet...";;;;;;;;;
;1152;rue;;Soulages;RUE SOULAGES;rue Soulages;12e;;1877-08-06;;Bercy;;;;;quai de Bercy.;rue de Bercy;;;;;Supprimée. Voie intégrée dans les anciens entrepôts de Bercy en 1877.;;;;;M. Soulages, adjoint au maire de Bercy.;;;;
;1153;rue;de;Soubise;RUE DE SOUBISE;rue de Soubise;;;;;;;;;;;;;;;;Voir : Roche (rue de la).;;;;;;;;;
;1166;impasse;du;Soldat Laboureur;IMPASSE DU SOLDAT LABOUREUR;impasse du Soldat Laboureur;;;;;;;;;;;;;;;;Supprimé. Elle était située rue de la Gaîté.;;;;;;;;;
;1182;passage;;Sifflet;PASSAGE SIFFLET;passage Sifflet;;;;;;;;;;;;;;;;Supprimé. par l'ouverture de la rue de Maubeuge. On lui donnait aussi à ce moment le nom d'imp. Briare. Commençait rue Neuve Coquenard (rue Rodier), finissait imp. Briare.;;;;;;;;;
;1401;place;;Sainte-Croix;PLACE SAINTE-CROIX;place Sainte-Croix;;;;;;;;;;;;;;;;Petite place située rue de Caumartin, en face du lycée Condorcet. Elle portait ce nom en 1816.;;;;;;;;;
;1544;rue;;Saint-Michel;RUE SAINT-MICHEL;rue Saint-Michel;;;;;;;;;;;;;;;;Actuellement avenue Denfert-Rochereau et rue Henri Barbusse.;;;;;;;;;
;1411;rue;;Sainte-Catherine;RUE SAINTE-CATHERINE;rue Sainte-Catherine;;;;;;;;;;;;;;;;Supprimée au XVIIe siècle pour agrandir l'hôpital Sainte-Catherine situé autrefois à l'angle des rues Saint-Denis et des Lombards. En 1268, rue Garnier Maufet. En 1399-1495, ruelle aux Vifs. En 1569, ruelle Vichignon. En 1606, cul-de-sac Vergnon. A la fin du XVIIe siècle, rue Sainte-Catherine.;;;;;;;;;
;1481;place;;Saint-Pierre des Arsiz;PLACE SAINT-PIERRE DES ARSIZ;place Saint-Pierre des Arsiz;;;;;;;;;;;;;;;;Elle était située rue de la Vieille Draperie au débouché de la rue des Cordouagners.;;;;;;;;;
;1500;impasse;;Saint-Pierre;IMPASSE SAINT-PIERRE;impasse Saint-Pierre;03e;;1869-09-03;;Archives;;;;;;;;;;;Dénommée impasse Villehardouin (supprimée) par arrêté préfectoral du 3 septembre 1869. Précédemment cul-de-sac Saint-Pierre au Marais;;;;;;;;;
;1526;rue;;Saint-Nicolas près le Puits;RUE SAINT-NICOLAS PRES LE PUITS;rue Saint-Nicolas près le Puits;;;;;;;;;;;;;;;;Actuellement partie de la rue des Bernardins.;;;;;;;;;
;1528;rue;;Saint-Nicolas du Chardonnet;RUE SAINT-NICOLAS DU CHARDONNET;rue Saint-Nicolas du Chardonnet;;;;;;;;;;;;;;;;Actuellement partie de la rue des Bernardins.;;;;;;;;;
;1266;passage;;Saucède;PASSAGE SAUCEDE;passage Saucède;;;;;;;;;;;;;;;;Supprimée par l'ouverture du boul. de Sébastopol. Il conduisait de la rue Saint-Denis à la rue du Bourg l'Abbé. Il avait précédemment porté le nom de pas. de la Croix Blanche.;;;;;;;;;
;1299;place;au;Sang;PLACE AU SANG;place au Sang;;;;;;;;;;;;;;;;Supprimé. Elle existait au XVIIe siècle et était située près des rues du Clos Georgeau (Supprimé.) et Sainte-Anne.;;;;;;;;;
;1312;vicus;;Salientis;VICUS SALIENTIS;vicus Salientis;;;;;;;;;;;;;;;;Voir : Salembière (Imp.).;;;;;;;;;
;1852;passage;;Saint-Antoine;PASSAGE SAINT-ANTOINE;passage Saint-Antoine;;;;;;;;;;;;;;;;Supprimé par l'ouverture de la rue de Rivoli. Il conduisait de la rue du Roi de Sicile à la rue François Miron.;;;;;;;;;
;1608;porte;;Saint-Louis;PORTE SAINT-LOUIS;porte Saint-Louis;;;;;;;;;;;;;;;;Voir : Calvaire (porte du).;;;;;;;;;
20;1642;place;;Saint-Josse;PLACE SAINT-JOSSE;place Saint-Josse;04e;1980-09-09;1984-04-05;;Saint-Merri;;;;;rue Aubry le Boucher, 35 et rue Quincampoix, 24.;;;;;;Supprimée.;Arrêté municipal du 9 septembre 1980;;;;Saint-Josse, prince Breton;Arrêté municipal du 5 avril 1984.;;;
;15607;boulevard;de la;Cunette;BOULEVARD DE LA CUNETTE;boulevard de la Cunette;;;1851-05-10;;;;;;;;;;;;;Dénommé boulevards de Meudon, de Grenelle et de Javel par arrêté préfectoral du 10 mai 1851.;;;;;;;;;
;15625;route;du;Rond-point de la Barrière de l'Étoile à la Porte de l'Élysée Charles;ROUTE DU ROND-POINT DE LA BARRIERE DE L'ETOILE A LA PORTE DE L'ELYSEE CHARLES;route du Rond-point de la Barrière de l'Étoile à la Porte de l'Élysée Charles;;;;;;;;;;;;;;;;Actuellement avenue Victor Hugo.;;;;;;;;;
;634;petite rue;;Verte;PETITE RUE VERTE;petite rue Verte;;;;;;;;;;;;;;;;Actuellement partie de l'avenue Matignon.;;;;;;;;;
;429;chemin;de la;Voirie;CHEMIN DE LA VOIRIE;chemin de la Voirie;;;;;;;;;;;;;;;;Actuellement rue des Quatre Vents.;;;;;;;;;
;466;barrière;de;Vincennes;BARRIERE DE VINCENNES;barrière de Vincennes;11e, 12e;;;;Picpus, Sainte-Marguerite;;;;;;;;;;;Voir : Trône (barrière du).;;;;;Barrière d'octroi de l'enceinte des Fermiers généraux.;;;;
;487;rue;;Villerau;RUE VILLERAU;rue Villerau;;;;;;;;;;;;;;;;Voir : Hillerin Bertin (rue).;;;;;;;;;
;513;ruelle;des;Vignoles;RUELLE DES VIGNOLES;ruelle des Vignoles;;;;;;;;;;;;;;;;Supprimée vers 1865 lors de l'ouverture de la rue des Pyrénées.;;;;;;;;;
;553;rue;des;Vieilles Poulies;RUE DES VIEILLES POULIES;rue des Vieilles Poulies;;;;;;;;;;;;;;;;Actuellement partie de la rue des Francs Bourgeois.;;;;;;;;;
;764;rue;au;Vacher;RUE AU VACHER;rue au Vacher;;;;;;;;;;;;;;;;Elle était située à l'extrémité de la rue de Fontarabie et débouchait dans la rue Saint-Blaise.;;;;;;;;;
;8183;rue;de la;Barre;RUE DE LA BARRE;rue de la Barre;;;;;;;;;;;;;;;;Actuellement partie de la rue Hautefeuille.;;;;;;;;;
;8185;porte;de la;Barre;PORTE DE LA BARRE;porte de la Barre;;;;;;;;;;;;;;;;Supprimé. Elle était située rue des Fossés Saint-Marcel, près de celle des Francs Bourgeois (Supprimé.).;;;;;;;;;
;7514;ruelle;du;Bureau;RUELLE DU BUREAU;ruelle du Bureau;11e;;1877-02-01;;Sainte-Marguerite;;;;;;;;;;;Dénommée partie du passage du Bureau par arrêté préfectoral du 1er février 1877.;;;;;;;;;
;8207;ruelle;du;Barbet D'Or;RUELLE DU BARBET D'OR;ruelle du Barbet D'Or;;;;;;;;;;;;;;;;Elle était située rue Saint-Landry (Supprimé.).;;;;;;;;;
;8209;poterne;;Barbeau;POTERNE BARBEAU;poterne Barbeau;;;;;;;;;;;;;;;;Elle était située quai Saint-Paul (enceinte de Philippe-Auguste).;;;;;;;;;
;7551;rue;des;Brouillards;RUE DES BROUILLARDS;rue des Brouillards;04e;;;;Notre-Dame;;;;;;;;;;;Actuellement partie de la rue Chanoinesse.;;;;;;;;;
;7555;cour;;Brisset;COUR BRISSET;cour Brisset;;;;;;;;;;;;;;;;Anciennement située rue de la Mortellerie (rue de l'Hôtel de Ville), entre les rues Pernelle et de Longpont (Supprimé.).;;;;;;;;;
;7564;rue;de;Breteuil;RUE DE BRETEUIL;rue de Breteuil;03e;;1884-08-30;;Arts et Metiers;;;;;rue Réaumur.;rue Vaucanson;;;;;Dénommée rue du Général Morin (supprimée) par arrêté préfectoral du 30 août 1884.;;;;;;;;;
;8236;galerie;des;Bains;GALERIE DES BAINS;galerie des Bains;;;;;;;;;;;;;;;;Supprimé. par l'ouverture de la rue Bachaumont.;;;;;;;;;
;8238;allée;des;Bains;ALLEE DES BAINS;allée des Bains;;;;;;;;;;;;;;;;Supprimé. par l'aménagement de la villa Dancourt.;;;;;;;;;
;8258;cité;;Badran;CITE BADRAN;cité Badran;;;;;;;;;;;;;;;;Supprimé. en 1926. Elle était située 154, av. du Maine.;;;;;;;;;
;7613;rue;à;Bouvetins;RUE A BOUVETINS;rue à Bouvetins;;;;;;;;;;;;;;;;Actuellement imp. du Boeuf.;;;;;;;;;
;7617;rue;des;Bouticles;RUE DES BOUTICLES;rue des Bouticles;;;;;;;;;;;;;;;;Voir : Triperie (rue de la).;;;;;;;;;
;7639;rue;du;Bourg Thiébault;RUE DU BOURG THIEBAULT;rue du Bourg Thiébault;;;;;;;;;;;;;;;;"Actuellement partie de la rue du Bourg Tibourg. En 1220, rue du Bourtibou ; 1280, vicus Burgi Thibaudi ; en 1300, Bourc Tibout, en 1367, Bouc Thibout, Bourg Thiboud et Beautibourg.";;;;;;;;;
;6277;rue;des;Deux Anges;RUE DES DEUX ANGES;rue des Deux Anges;;;;;;;;;;;;;;;;Actuellement rue Cassini.;;;;;;;;;
;6960;rue;des;Chemins Verts;RUE DES CHEMINS VERTS;rue des Chemins Verts;12e;;1865-10-02;;Picpus;;;;;;;;;;;Dénommée partie de la rue Nicolaï par décret impérial du 2 octobre 1865.;;;;;;;;;
;4981;rue;;Héron;RUE HERON;rue Héron;;;;;;;;;;;;;;;;Actuellement rue de l'Hôpital Saint-Louis.;;;;;;;;;
;4986;ruelle;de l';Héritier;RUELLE DE L'HERITIER;ruelle de l'Héritier;;;;;;;;;;;;;;;;Actuellement rues des Vinaigriers et Jean Poulmarch.;;;;;;;;;
;4997;rue;;Hérard;RUE HERARD;rue Hérard;;;;;;;;;;;;;;;;Actuellement partie de la rue d'Alleray.;;;;;;;;;
;5615;rue;des;Fossés Saint-Germain;RUE DES FOSSES SAINT-GERMAIN;rue des Fossés Saint-Germain;;;;;;;;;;;;;;;;Actuellement rue Saint-Benoît.;;;;;;;;;
;5617;rue;des;Fossés Saint-Germain;RUE DES FOSSES SAINT-GERMAIN;rue des Fossés Saint-Germain;;;;;;;;;;;;;;;;Actuellement partie de la rue Monsieur le Prince.;;;;;;;;;
;5632;rue;des;Fossés;RUE DES FOSSES;rue des Fossés;;;;;;;;;;;;;;;;Actuellement rue Mazarine.;;;;;;;;;
;6307;partie de la rue;;Dépinoy;PARTIE DE LA RUE DEPINOY;partie de la rue Dépinoy;;;;;;;;;;;;;;;;Actuellement partie du boul. Adolphe Pinard.;;;;;;;;;
;6334;cité;;Delaye;CITE DELAYE;cité Delaye;;;;;;;;;;;;;;;;Voir : Postel (cité).;;;;;;;;;
;6987;rue;du;Chemin de Reuilly;RUE DU CHEMIN DE REUILLY;rue du Chemin de Reuilly;12e;;1875-02-10;;Picpus;;;;;;;;;;;Dénommée rue Decaen par décret présidentiel du 10 février 1875. Actuellement rue Claude Decaen.;;;;;;;;;
;5647;impasse;de la;Fortune;IMPASSE DE LA FORTUNE;impasse de la Fortune;;;;;;;;;;;;;;;;Voir : Bon Puits (imp. du).;;;;;;;;;
;5671;rue;des;Fontaines;RUE DES FONTAINES;rue des Fontaines;03e;;1939-02-08;;Arts et Metiers;;;;;;;;;;;Dénommée rue des Fontaines du Temple par arrêté préfectoral du 8 février 1939.;;;;;;;;;
;6369;quai;du;Dauphin;QUAI DU DAUPHIN;quai du Dauphin;;;;;;;;;;;;;;;;Actuellement quai de Béthune.;;;;;;;;;
;7048;poterne;du;Chaume;POTERNE DU CHAUME;poterne du Chaume;;;;;;;;;;;;;;;;Elle était située rue du Chaume (enceinte de Philippe-Auguste). Elle a également porté le nom de porte de Braque.;;;;;;;;;
;5052;rue;de la;Haute Borne;RUE DE LA HAUTE BORNE;rue de la Haute Borne;;;;;;;;;;;;;;;;Actuellement rue Oberkampf.;;;;;;;;;
;5705;rue;de la;Folie-Titon;RUE DE LA FOLIE-TITON;rue de la Folie-Titon;11e;;;;Sainte-Marguerite;;;;;;;;;;;Actuellement rue Titon.;;;;;;;;;
;5717;rue;de la;Foire;RUE DE LA FOIRE;rue de la Foire;;;;;;;;;;;;;;;;Actuellement rue des Quatre Vents.;;;;;;;;;
;6394;rue;;Dame Agnès la Vachère;RUE DAME AGNES LA VACHERE;rue Dame Agnès la Vachère;;;;;;;;;;;;;;;;Actuellement partie de la rue Sainte-Croix de la Bretonnerie.;;;;;;;;;
;7072;rue;du;Château Fétu;RUE DU CHATEAU FETU;rue du Château Fétu;;;;;;;;;;;;;;;;Actuellement partie de la rue Saint-Honoré.;;;;;;;;;
;5759;rue;des;Fidèles;RUE DES FIDELES;rue des Fidèles;;;;;;;;;;;;;;;;Actuellement rue Borromée.;;;;;;;;;
;6420;rue;;Cuvelier;RUE CUVELIER;rue Cuvelier;;;;;;;;;;;;;;;;Actuellement rue Auguste Maquet.;;;;;;;;;
;7122;rue;de la;Charreterie;RUE DE LA CHARRETERIE;rue de la Charreterie;;;;;;;;;;;;;;;;Actuellement imp. Chartière.;;;;;;;;;
;7141;quai;;Charles X;QUAI CHARLES X;quai Charles X;;;;;;;;;;;;;;;;Actuellement quai de Jemmapes et partie du boul. Richard Lenoir.;;;;;;;;;
;7142;place;;Charles X;PLACE CHARLES X;place Charles X;;;;;;;;;;;;;;;;Actuellement place Franz Liszt.;;;;;;;;;
;5111;carrefour;;Guillori;CARREFOUR GUILLORI;carrefour Guillori;;;;;;;;;;;;;;;;Ou Guilleri. Voir : Guilleri (carrefour).;;;;;;;;;
;5120;rue;;Guillaume Porée;RUE GUILLAUME POREE;rue Guillaume Porée;;;;;;;;;;;;;;;;Actuellement rue des Deux Boules.;;;;;;;;;
;5786;rue;;Ferpillon;RUE FERPILLON;rue Ferpillon;;;;;;;;;;;;;;;;Voir : Frépillon (rue).;;;;;;;;;
;6510;rue;de;Courtille;RUE DE COURTILLE;rue de Courtille;;;;;;;;;;;;;;;;Voir : Egout Saint-Germain (rue de l').;;;;;;;;;
;7164;rue;des;Charbonniers;RUE DES CHARBONNIERS;rue des Charbonniers;12e;;1912-07-16;;Quinze-Vingts;;;;;;;;;;;Dénommée rue Hector Malot par arrêté préfectoral du 16 juillet 1912 approuvé par décret présidentiel du 26 août 1912.;;;;;;;;;
;7172;chemin;des;Charbonniers;CHEMIN DES CHARBONNIERS;chemin des Charbonniers;;;;;;;;;;;;;;;;Actuellement rue Desaix.;;;;;;;;;
;5171;rue;du;Gros Pet;RUE DU GROS PET;rue du Gros Pet;;;;;;;;;;;;;;;;Actuellement rue des Poitevins.;;;;;;;;;
;5172;rue;du;Gros Chenet;RUE DU GROS CHENET;rue du Gros Chenet;;;;;;;;;;;;;;;;Actuellement partie de la rue du Sentier.;;;;;;;;;
;5815;rue;des;Fédérés;RUE DES FEDERES;rue des Fédérés;;;;;;;;;;;;;;;;Actuellement rue de Béarn et rue de Birague.;;;;;;;;;
;6539;rue;;Coura;RUE COURA;rue Coura;;;;;;;;;;;;;;;;Actuellement rue Courat.;;;;;;;;;
;7230;rue;de;Champrosy;RUE DE CHAMPROSY;rue de Champrosy;;;;;;;;;;;;;;;;Ou Champourri, Champrou, Champron ou encore Champrousier. Voir : Champourri (rue de).;;;;;;;;;
19;5883;rue;des;Étuves Saint-Martin;RUE DES ETUVES SAINT-MARTIN;rue des Étuves Saint-Martin;04e;1881-01-24;1971-08-13;;Saint-Merri;;110;10;;rue Beaubourg, 13.;rue Saint-Martin, 140;12;;;;"Supprimée dans le cadre de l'aménagement du secteur des Halles. Précédemment, rue des Vieilles Étuves Saint-Martin et plus anciennement, rue des Vieilles Étuves. En 1350, c'était la rue Geoffroy des Bains ou Geoffroy des Estuves ; en 1300, la rue des Estuves.";Arrêté du 24 janvier 1881.;;;;Des étuves étaient situées dans cette voie.;Arrêté préfectoral du 13 août 1971;;;
;5892;impasse;des;Étuves;IMPASSE DES ETUVES;impasse des Étuves;04e;;;;Saint-Merri;;;;;;;;;;;Supprimée par l'ouverture du boul. de Sébastopol. Elle était située rue Marivaux (Actuellement rue Nicolas Flamel). Au XVe siècle, c'était une rue qui aboutissait à celle de la Vieille Monnaie.;;;;;;;;;
;5895;rue;de l';Étoile;RUE DE L'ETOILE;rue de l'Étoile;04e;;;;Notre-Dame;;;;;;;;;;;Devenue rue Saint-Eloi (supprimée).;;;;;;;;;
;1715;passage;;Saint-Gervais;PASSAGE SAINT-GERVAIS;passage Saint-Gervais;;;;;;;;;;;;;;;;Supprimé. Elle était située au sud de l'église Saint-Gervais. Son débouché sur la rue des Barres avait été supprimé vers 1847.;;;;;;;;;
;1722;rue;;Saint-Germain à Couroiers;RUE SAINT-GERMAIN A COUROIERS;rue Saint-Germain à Couroiers;;;;;;;;;;;;;;;;Actuellement rue Saint-Germain l'Auxerrois.;;;;;;;;;
;1781;porte ou bastide;;Saint-Denis;PORTE OU BASTIDE SAINT-DENIS;porte ou bastide Saint-Denis;;;;;;;;;;;;;;;;Elle était située rue Saint-Denis, près de la rue Sainte-Apolline (enceinte de Charles V).;;;;;;;;;
;2043;rue;de la;Roquette;RUE DE LA ROQUETTE;rue de la Roquette;11e;;;;Roquette;;;;;;;;;;;Actuellement rue Mercoeur.;;;;;;;;;
;2046;avenue;de la;Roquette;AVENUE DE LA ROQUETTE;avenue de la Roquette;11e;;1884-08-30;;Roquette;;;;;;;;;;;Dénommée rue Godefroy Cavaignac par arrêté préfectoral du 30 août 1884.;;;;;;;;;
;2177;rue;;Renaut Le Fèvre;RUE RENAUT LE FEVRE;rue Renaut Le Fèvre;;;;;;;;;;;;;;;;Actuellement rue Cloche Perce.;;;;;;;;;
;2200;rue;de la;Religion;RUE DE LA RELIGION;rue de la Religion;;;;;;;;;;;;;;;;Actuellement partie de la rue Riquet.;;;;;;;;;
;2113;rue;de;Richebourg;RUE DE RICHEBOURG;rue de Richebourg;;;;;;;;;;;;;;;;Actuellement rue Daubenton.;;;;;;;;;
;1866;rue;;Saint-André;RUE SAINT-ANDRE;rue Saint-André;;;;;;;;;;;;;;;;Actuellement partie de la rue Hautefeuille.;;;;;;;;;
;1939;route;;Nationale N° 4;ROUTE NATIONALE N? 4;route Nationale N° 4;;;;;;;;;;;;;;;;Actuellement av. des Canadiens.;;;;;;;;;
;1984;route;;Départementale N° 24;ROUTE DEPARTEMENTALE N? 24;route Départementale N° 24;;;;;;;;;;;;;;;;Actuellement partie de l'av. de la Porte de Vitry.;;;;;;;;;
;1998;route;;Départementale N° 15;ROUTE DEPARTEMENTALE N? 15;route Départementale N° 15;;;;;;;;;;;;;;;;Actuellement rue Lepic.;;;;;;;;;
;2002;route;;Départementale N° 12;ROUTE DEPARTEMENTALE N? 12;route Départementale N° 12;;;;;;;;;;;;;;;;Actuellement av. des Ternes.;;;;;;;;;
;2448;rue;de la;Poulletière;RUE DE LA POULLETIERE;rue de la Poulletière;;;;;;;;;;;;;;;;Ou Poulleterie. Voir : Poulleterie (rue de la).;;;;;;;;;
;7329;rue;du;Centier;RUE DU CENTIER;rue du Centier;;;;;;;;;;;;;;;;Actuellement rue Censier.;;;;;;;;;
;7984;impasse;;Beer;IMPASSE BEER;impasse Beer;;;;;;;;;;;;;;;;Actuellement rue Théodore Deck (partie).;;;;;;;;;
;8630;vicus;;Alberici Carnificis;VICUS ALBERICI CARNIFICIS;vicus Alberici Carnificis;;;;;;;;;;;;;;;;Actuellement rue Aubry le Boucher.;;;;;;;;;
;7353;rue;des;Cavées;RUE DES CAVEES;rue des Cavées;;;;;;;;;;;;;;;;Actuellement rue de l'Orillon.;;;;;;;;;
;7366;petite rue;;Cassette;PETITE RUE CASSETTE;petite rue Cassette;;;;;;;;;;;;;;;;Voir : Beurrière (rue).;;;;;;;;;
;8047;rue;;Bay le Hoeu;RUE BAY LE HOEU;rue Bay le Hoeu;;;;;;;;;;;;;;;;"Une partie est comprise dans la rue Brisemiche ; l'autre, devenue la rue Taille-Pain, a été Supprimé. en 1910.";;;;;;;;;
;8052;partie de la rue;;Baudry;PARTIE DE LA RUE BAUDRY;partie de la rue Baudry;;;;;;;;;;;;;;;;Supprimé. Commençait av. du Parc des Expositions (Supprimé.).;;;;;;;;;
;8053;impasse;de la;Baudroirie;IMPASSE DE LA BAUDROIRIE;impasse de la Baudroirie;04e;;1936-12-31;;Saint-Merri;;;;;;;;;;;Supprimée en 1936. Commençait rue de Venise (partie Supprimé.). Elle existait dès 1300. Elle a porté le nom de cul-de-sac de la Baudroierie.;;;;;;;;;
;8105;rue;des;Batailles;RUE DES BATAILLES;rue des Batailles;;;;;;;;;;;;;;;;Supprimée par l'ouverture de l'av. d'Iéna. Elle commençait rue de Longchamp et finissait à la barrière des Batailles. Elle aurait aussi porté le nom de rue de Marle.;;;;;;;;;
;8688;voie;;AD/12;VOIE AD/12;voie AD/12;12e;;1977-07-22;;Picpus;;;;;;;;;;;Dénommée rue Eugénie Eboué par arrêté municipal du 22 juillet 1977.;;;;;;;;;
;8107;rue;de;Basville;RUE DE BASVILLE;rue de Basville;;;;;;;;;;;;;;;;Supprimé. lors de l'agrandissement du Palais de Justice. Elle communiquait de la Cour Neuve à celle de Lamoignon.;;;;;;;;;
;8732;chemin;de l';Abreuvoir;CHEMIN DE L'ABREUVOIR;chemin de l'Abreuvoir;;;;;;;;;;;;;;;;Actuellement rue de l'Abreuvoir.;;;;;;;;;
;2213;rue;;Regnaud Le Feure;RUE REGNAUD LE FEURE;rue Regnaud Le Feure;;;;;;;;;;;;;;;;Ou Regnault le Fèvre. Voir : Renaud Lefèvre (rue).;;;;;;;;;
;2252;barrière;de la;Rapée;BARRIERE DE LA RAPEE;barrière de la Rapée;12e;;;;Bercy;;;;;;;;;;;Supprimé. Elle était située sur le quai de la Rapée, au droit du boul. de Bercy.;;;;;Barrière d'octroi de l'enceinte des Fermiers généraux.;;;;
