houseNumberId,houseNumberLabel,houseNumberGeomWKT
https://www.openstreetmap.org/node/1760210029,5,POINT(2.405314 48.859929)
https://www.openstreetmap.org/node/1760210033,6,POINT(2.405170 48.859803)
https://www.openstreetmap.org/node/1760210035,8,POINT(2.405347 48.859869)
https://www.openstreetmap.org/node/1760210039,7,POINT(2.405382 48.859941)
https://www.openstreetmap.org/node/1760210041,9,POINT(2.405562 48.859971)
https://www.openstreetmap.org/node/1760222226,2,POINT(2.403699 48.860271)
https://www.openstreetmap.org/node/1760232006,149,POINT(2.406643 48.862855)
https://www.openstreetmap.org/node/1760232019,151,POINT(2.406771 48.862987)
https://www.openstreetmap.org/node/1760232022,153,POINT(2.406874 48.863093)
https://www.openstreetmap.org/node/1760232026,155,POINT(2.406938 48.863160)
https://www.openstreetmap.org/node/1760232029,157,POINT(2.406981 48.863205)
https://www.openstreetmap.org/node/1760232031,159,POINT(2.407036 48.863262)
https://www.openstreetmap.org/node/1760232032,161,POINT(2.407108 48.863336)
https://www.openstreetmap.org/node/1760232033,163,POINT(2.407178 48.863408)
https://www.openstreetmap.org/node/1760232034,165,POINT(2.407241 48.863473)
https://www.openstreetmap.org/node/1760232035,167,POINT(2.407351 48.863587)
https://www.openstreetmap.org/node/1760232049,169,POINT(2.407464 48.863705)
https://www.openstreetmap.org/node/1760239060,1,POINT(2.406914 48.864173)
https://www.openstreetmap.org/node/1760239063,2,POINT(2.407066 48.864159)
https://www.openstreetmap.org/node/1760239064,3,POINT(2.406968 48.864232)
https://www.openstreetmap.org/node/1760239065,4,POINT(2.407123 48.864223)
https://www.openstreetmap.org/node/1760239066,5,POINT(2.407054 48.864327)
https://www.openstreetmap.org/node/1760239068,7,POINT(2.407133 48.864414)
https://www.openstreetmap.org/node/1760239071,8,POINT(2.407062 48.864085)
https://www.openstreetmap.org/node/1760240260,6,POINT(2.407200 48.864311)
https://www.openstreetmap.org/node/1760240281,8,POINT(2.407273 48.864426)
https://www.openstreetmap.org/node/1760270998,1,POINT(2.401432 48.862100)
https://www.openstreetmap.org/node/1760271000,13,POINT(2.400985 48.862023)
https://www.openstreetmap.org/node/1760271001,2,POINT(2.401522 48.862010)
https://www.openstreetmap.org/node/1760271003,27,POINT(2.401045 48.862120)
https://www.openstreetmap.org/node/1760271004,3,POINT(2.401568 48.862173)
https://www.openstreetmap.org/node/1760271006,34,POINT(2.401276 48.862090)
https://www.openstreetmap.org/node/1760271007,36,POINT(2.401213 48.862147)
https://www.openstreetmap.org/node/1760271009,38,POINT(2.401161 48.862195)
https://www.openstreetmap.org/node/1760271023,40,POINT(2.401108 48.862245)
https://www.openstreetmap.org/node/1760271025,42,POINT(2.401063 48.862287)
https://www.openstreetmap.org/node/1760273821,14,POINT(2.401089 48.861935)
https://www.openstreetmap.org/node/1760273826,155,POINT(2.401901 48.859188)
https://www.openstreetmap.org/node/1760273832,155 bis,POINT(2.401798 48.859273)
https://www.openstreetmap.org/node/1760273835,157,POINT(2.401717 48.859340)
https://www.openstreetmap.org/node/1760273839,159,POINT(2.401615 48.859424)
https://www.openstreetmap.org/node/1760304247,32,POINT(2.398185 48.857384)
https://www.openstreetmap.org/node/1760304250,34,POINT(2.398252 48.857268)
https://www.openstreetmap.org/node/1760304259,35,POINT(2.398330 48.857294)
https://www.openstreetmap.org/node/1760304265,37,POINT(2.397040 48.856910)
https://www.openstreetmap.org/node/1760304270,39,POINT(2.397236 48.856937)
https://www.openstreetmap.org/node/1760304276,41,POINT(2.397468 48.856973)
https://www.openstreetmap.org/node/1760304281,43,POINT(2.397504 48.856979)
https://www.openstreetmap.org/node/1760304291,45;47,POINT(2.397775 48.857048)
https://www.openstreetmap.org/node/1760304297,53,POINT(2.398087 48.857137)
https://www.openstreetmap.org/node/1760304304,55 bis,POINT(2.398394 48.857237)
https://www.openstreetmap.org/node/1760304308,57,POINT(2.398564 48.857296)
https://www.openstreetmap.org/node/1760304321,59,POINT(2.398850 48.857395)
https://www.openstreetmap.org/node/1760308886,4,POINT(2.395046 48.856596)
https://www.openstreetmap.org/node/1760310887,10,POINT(2.395570 48.856660)
https://www.openstreetmap.org/node/1760310888,12,POINT(2.395685 48.856669)
https://www.openstreetmap.org/node/1760310890,14,POINT(2.395782 48.856676)
https://www.openstreetmap.org/node/1760310892,16,POINT(2.395910 48.856670)
https://www.openstreetmap.org/node/1760310895,6,POINT(2.395230 48.856626)
https://www.openstreetmap.org/node/1760310909,8,POINT(2.395437 48.856651)
https://www.openstreetmap.org/node/1760324550,18,POINT(2.396232 48.856638)
https://www.openstreetmap.org/node/1760324555,2,POINT(2.398003 48.856907)
https://www.openstreetmap.org/node/1760324556,20,POINT(2.396419 48.856659)
https://www.openstreetmap.org/node/1760324559,22,POINT(2.396615 48.856722)
https://www.openstreetmap.org/node/1760324562,24,POINT(2.396840 48.856742)
https://www.openstreetmap.org/node/1760324563,26,POINT(2.397016 48.856757)
https://www.openstreetmap.org/node/1760324564,30,POINT(2.397306 48.856799)
https://www.openstreetmap.org/node/1760324565,32,POINT(2.397502 48.856830)
https://www.openstreetmap.org/node/1760324567,34,POINT(2.397755 48.856878)
https://www.openstreetmap.org/node/1760324569,36,POINT(2.398000 48.856907)
https://www.openstreetmap.org/node/1760324570,4,POINT(2.398060 48.856905)
https://www.openstreetmap.org/node/1760324574,44,POINT(2.398318 48.857049)
https://www.openstreetmap.org/node/1760324575,44bis,POINT(2.398424 48.857084)
https://www.openstreetmap.org/node/1760324576,46,POINT(2.398522 48.857117)
https://www.openstreetmap.org/node/1760324578,48,POINT(2.398601 48.857144)
https://www.openstreetmap.org/node/1760324581,50,POINT(2.398668 48.857167)
https://www.openstreetmap.org/node/1760324583,52,POINT(2.398819 48.857222)
https://www.openstreetmap.org/node/1760324584,56,POINT(2.399193 48.857382)
https://www.openstreetmap.org/node/1760324585,58,POINT(2.399313 48.857426)
https://www.openstreetmap.org/node/1760324587,60,POINT(2.399492 48.857610)
https://www.openstreetmap.org/node/1760324590,62,POINT(2.399651 48.857700)
https://www.openstreetmap.org/node/1760324605,64,POINT(2.399829 48.857802)
https://www.openstreetmap.org/node/1760324606,66,POINT(2.399993 48.857896)
https://www.openstreetmap.org/node/1760324607,68,POINT(2.400073 48.857941)
https://www.openstreetmap.org/node/1760324608,70;72,POINT(2.400337 48.858083)
https://www.openstreetmap.org/node/1760324612,74,POINT(2.400522 48.858188)
https://www.openstreetmap.org/node/1760324617,76,POINT(2.400695 48.858296)
https://www.openstreetmap.org/node/1760328448,78,POINT(2.400841 48.858379)
https://www.openstreetmap.org/node/1760328471,80,POINT(2.400992 48.858465)
https://www.openstreetmap.org/node/1760328472,82,POINT(2.401191 48.858579)
https://www.openstreetmap.org/node/1760328473,84,POINT(2.401396 48.858696)
https://www.openstreetmap.org/node/1760328474,86,POINT(2.401518 48.858766)
https://www.openstreetmap.org/node/1760328476,88,POINT(2.401655 48.858839)
https://www.openstreetmap.org/node/1760328478,90,POINT(2.401966 48.858822)
https://www.openstreetmap.org/node/1760328479,92,POINT(2.401968 48.858999)
https://www.openstreetmap.org/node/1760335650,100,POINT(2.402626 48.859330)
https://www.openstreetmap.org/node/1760335652,94,POINT(2.402359 48.859198)
https://www.openstreetmap.org/node/1760335654,96,POINT(2.402465 48.859250)
https://www.openstreetmap.org/node/1760335656,98,POINT(2.402556 48.859296)
https://www.openstreetmap.org/node/1760347236,102,POINT(2.402715 48.859374)
https://www.openstreetmap.org/node/1760347239,102b,POINT(2.402822 48.859428)
https://www.openstreetmap.org/node/1760347242,104,POINT(2.403060 48.859555)
https://www.openstreetmap.org/node/1760347244,106,POINT(2.403262 48.859673)
https://www.openstreetmap.org/node/1760347247,108,POINT(2.403385 48.859736)
https://www.openstreetmap.org/node/1760347249,110,POINT(2.403479 48.859783)
https://www.openstreetmap.org/node/1760347250,112,POINT(2.403564 48.859831)
https://www.openstreetmap.org/node/1760347251,114,POINT(2.403672 48.859890)
https://www.openstreetmap.org/node/1760347252,116,POINT(2.403784 48.859948)
https://www.openstreetmap.org/node/1760347253,118,POINT(2.403889 48.860003)
https://www.openstreetmap.org/node/1760347254,120,POINT(2.404015 48.860049)
https://www.openstreetmap.org/node/1760347255,122,POINT(2.404358 48.860283)
https://www.openstreetmap.org/node/1760347256,124,POINT(2.404582 48.860412)
https://www.openstreetmap.org/node/1760347257,124b,POINT(2.404650 48.860473)
https://www.openstreetmap.org/node/1760347258,124t,POINT(2.404710 48.860529)
https://www.openstreetmap.org/node/1760349241,126,POINT(2.404819 48.860620)
https://www.openstreetmap.org/node/1760360245,131,POINT(2.405431 48.861593)
https://www.openstreetmap.org/node/1760382610,2,POINT(2.403502 48.860267)
https://www.openstreetmap.org/node/1760392376,130,POINT(2.403064 48.858548)
https://www.openstreetmap.org/node/1760392387,130 bis,POINT(2.402982 48.858616)
https://www.openstreetmap.org/node/1760392392,132,POINT(2.402872 48.858707)
https://www.openstreetmap.org/node/1760392395,134,POINT(2.402792 48.858775)
https://www.openstreetmap.org/node/1760392396,136,POINT(2.402595 48.858904)
https://www.openstreetmap.org/node/1760392397,140,POINT(2.402355 48.859103)
https://www.openstreetmap.org/node/1760393380,128,POINT(2.403213 48.858420)
https://www.openstreetmap.org/node/1760393381,128 bis,POINT(2.403125 48.858492)
https://www.openstreetmap.org/node/1761091806,143,POINT(2.406060 48.862248)
https://www.openstreetmap.org/node/1761092874,1,POINT(2.406036 48.862403)
https://www.openstreetmap.org/node/1761092876,145,POINT(2.406308 48.862507)
https://www.openstreetmap.org/node/1761092877,147,POINT(2.406456 48.862661)
https://www.openstreetmap.org/node/1761092878,2,POINT(2.406185 48.862466)
https://www.openstreetmap.org/node/1761095049,148,POINT(2.406441 48.862267)
https://www.openstreetmap.org/node/1761095050,150,POINT(2.406552 48.862380)
https://www.openstreetmap.org/node/1761095053,152,POINT(2.406631 48.862462)
https://www.openstreetmap.org/node/1761095055,154,POINT(2.406748 48.862582)
https://www.openstreetmap.org/node/1761097374,113,POINT(2.403028 48.859802)
https://www.openstreetmap.org/node/1761097376,115,POINT(2.403140 48.859878)
https://www.openstreetmap.org/node/1761097378,115b,POINT(2.403325 48.859879)
https://www.openstreetmap.org/node/1761097382,117b,POINT(2.403570 48.860007)
https://www.openstreetmap.org/node/1761103313,103,POINT(2.402292 48.859336)
https://www.openstreetmap.org/node/1761103318,105,POINT(2.402526 48.859459)
https://www.openstreetmap.org/node/1761103324,109,POINT(2.402879 48.859738)
https://www.openstreetmap.org/node/1761103327,111,POINT(2.402956 48.859767)
https://www.openstreetmap.org/node/1761103329,83,POINT(2.400911 48.858542)
https://www.openstreetmap.org/node/1761103332,85,POINT(2.401043 48.858618)
https://www.openstreetmap.org/node/1761103334,85bis,POINT(2.401179 48.858696)
https://www.openstreetmap.org/node/1761103339,89,POINT(2.401337 48.858784)
https://www.openstreetmap.org/node/1761103364,91,POINT(2.401425 48.858833)
https://www.openstreetmap.org/node/1761103366,93,POINT(2.401480 48.858910)
https://www.openstreetmap.org/node/1761103369,95,POINT(2.401679 48.858968)
https://www.openstreetmap.org/node/1761103372,97,POINT(2.401849 48.859056)
https://www.openstreetmap.org/node/1761104982,79,POINT(2.400431 48.858267)
https://www.openstreetmap.org/node/1761104985,81,POINT(2.400558 48.858341)
https://www.openstreetmap.org/node/1761399378,1,POINT(2.394736 48.856694)
https://www.openstreetmap.org/node/1761399382,11,POINT(2.395314 48.856756)
https://www.openstreetmap.org/node/1761399386,13,POINT(2.395525 48.856773)
https://www.openstreetmap.org/node/1761399389,15,POINT(2.395733 48.856789)
https://www.openstreetmap.org/node/1761399391,17;19.21,POINT(2.395871 48.856801)
https://www.openstreetmap.org/node/1761399393,23,POINT(2.396196 48.856830)
https://www.openstreetmap.org/node/1761399395,27,POINT(2.396340 48.856843)
https://www.openstreetmap.org/node/1761399396,29,POINT(2.396445 48.856852)
https://www.openstreetmap.org/node/1761399407,3,POINT(2.394917 48.856694)
https://www.openstreetmap.org/node/1761399411,31,POINT(2.396619 48.856893)
https://www.openstreetmap.org/node/1761399414,5,POINT(2.395021 48.856711)
https://www.openstreetmap.org/node/1761399417,7,POINT(2.395131 48.856729)
https://www.openstreetmap.org/node/1761404564,33,POINT(2.396781 48.856882)
https://www.openstreetmap.org/node/1761404568,61,POINT(2.398921 48.857423)
https://www.openstreetmap.org/node/1761404570,63,POINT(2.399040 48.857485)
https://www.openstreetmap.org/node/1761404572,65,POINT(2.399178 48.857553)
https://www.openstreetmap.org/node/1761404573,67,POINT(2.399429 48.857752)
https://www.openstreetmap.org/node/1761404574,69,POINT(2.399549 48.857820)
https://www.openstreetmap.org/node/1761404575,71,POINT(2.399718 48.857980)
https://www.openstreetmap.org/node/1761404577,73,POINT(2.399997 48.858018)
https://www.openstreetmap.org/node/1761404580,75,POINT(2.400115 48.858086)
https://www.openstreetmap.org/node/1761407057,1,POINT(2.399559 48.857517)
https://www.openstreetmap.org/node/1761407058,3,POINT(2.399779 48.857541)
https://www.openstreetmap.org/node/1761407059,5,POINT(2.399921 48.857557)
https://www.openstreetmap.org/node/1761407062,7,POINT(2.400024 48.857570)
https://www.openstreetmap.org/node/1761410523,28,POINT(2.400315 48.856776)
https://www.openstreetmap.org/node/1761410524,30,POINT(2.400568 48.856742)
https://www.openstreetmap.org/node/1761410525,32,POINT(2.400801 48.856709)
https://www.openstreetmap.org/node/1761410527,84,POINT(2.400305 48.856607)
https://www.openstreetmap.org/node/1761410529,86,POINT(2.400214 48.856706)
https://www.openstreetmap.org/node/1761410531,9,POINT(2.400161 48.857585)
https://www.openstreetmap.org/node/1761410533,9b,POINT(2.400287 48.857598)
https://www.openstreetmap.org/node/1761416294,11,POINT(2.399333 48.856958)
https://www.openstreetmap.org/node/1761416309,13,POINT(2.399563 48.856951)
https://www.openstreetmap.org/node/1761416312,15,POINT(2.399671 48.856948)
https://www.openstreetmap.org/node/1761416313,17,POINT(2.400114 48.856894)
https://www.openstreetmap.org/node/1761416319,21,POINT(2.400370 48.856860)
https://www.openstreetmap.org/node/1761416320,23,POINT(2.400467 48.856847)
https://www.openstreetmap.org/node/1761416324,27,POINT(2.400860 48.856793)
https://www.openstreetmap.org/node/1761416327,29,POINT(2.401044 48.856769)
https://www.openstreetmap.org/node/1761416329,29b,POINT(2.401223 48.856745)
https://www.openstreetmap.org/node/1761416350,7,POINT(2.398969 48.856968)
https://www.openstreetmap.org/node/1761416354,9,POINT(2.399066 48.856965)
https://www.openstreetmap.org/node/1761418028,105,POINT(2.399766 48.857023)
https://www.openstreetmap.org/node/1761418032,107,POINT(2.399655 48.857147)
https://www.openstreetmap.org/node/1761418035,109,POINT(2.399572 48.857237)
https://www.openstreetmap.org/node/1761418040,111,POINT(2.399487 48.857330)
https://www.openstreetmap.org/node/1761418046,113,POINT(2.399427 48.857397)
https://www.openstreetmap.org/node/1761419925,92,POINT(2.399869 48.857085)
https://www.openstreetmap.org/node/1761419926,94,POINT(2.399809 48.857149)
https://www.openstreetmap.org/node/1761419928,96,POINT(2.399729 48.857239)
https://www.openstreetmap.org/node/1761419931,98,POINT(2.399636 48.857340)
https://www.openstreetmap.org/node/1761429233,100,POINT(2.399457 48.857541)
https://www.openstreetmap.org/node/1761429236,100b,POINT(2.398706 48.858354)
https://www.openstreetmap.org/node/1761429239,102,POINT(2.399247 48.857752)
https://www.openstreetmap.org/node/1761429248,102bis,POINT(2.399214 48.857789)
https://www.openstreetmap.org/node/1761429249,104,POINT(2.399144 48.857865)
https://www.openstreetmap.org/node/1761429253,106,POINT(2.398993 48.858035)
https://www.openstreetmap.org/node/1761429258,108,POINT(2.398885 48.858156)
https://www.openstreetmap.org/node/1761429265,110,POINT(2.398793 48.858258)
https://www.openstreetmap.org/node/1761429272,112,POINT(2.398669 48.858395)
https://www.openstreetmap.org/node/1761429277,114,POINT(2.398626 48.858442)
https://www.openstreetmap.org/node/1761429282,115,POINT(2.399114 48.857765)
https://www.openstreetmap.org/node/1761429287,117,POINT(2.399025 48.857864)
https://www.openstreetmap.org/node/1761429289,118,POINT(2.398582 48.858493)
https://www.openstreetmap.org/node/1761429296,119,POINT(2.398909 48.857992)
https://www.openstreetmap.org/node/1761429298,120,POINT(2.398531 48.858552)
https://www.openstreetmap.org/node/1761429301,121,POINT(2.398816 48.858095)
https://www.openstreetmap.org/node/1761429303,123,POINT(2.398740 48.858178)
https://www.openstreetmap.org/node/1761429308,125,POINT(2.398659 48.858261)
https://www.openstreetmap.org/node/1761429313,127,POINT(2.398593 48.858345)
https://www.openstreetmap.org/node/1761429316,129,POINT(2.398479 48.858469)
https://www.openstreetmap.org/node/1761484440,142,POINT(2.402061 48.859345)
https://www.openstreetmap.org/node/1761484442,146,POINT(2.401682 48.859659)
https://www.openstreetmap.org/node/1761484445,148,POINT(2.401588 48.859737)
https://www.openstreetmap.org/node/1761485261,152,POINT(2.401364 48.859948)
https://www.openstreetmap.org/node/1761485262,154,POINT(2.401229 48.860080)
https://www.openstreetmap.org/node/1761485263,156,POINT(2.401140 48.860180)
https://www.openstreetmap.org/node/1761485264,163,POINT(2.401342 48.859654)
https://www.openstreetmap.org/node/1761493556,158,POINT(2.401042 48.860296)
https://www.openstreetmap.org/node/1761493557,160,POINT(2.400990 48.860359)
https://www.openstreetmap.org/node/1761493558,160 bis,POINT(2.400929 48.860433)
https://www.openstreetmap.org/node/1761493559,162,POINT(2.400878 48.860504)
https://www.openstreetmap.org/node/1761493560,162 bis,POINT(2.400805 48.860615)
https://www.openstreetmap.org/node/1761493561,164,POINT(2.400708 48.860773)
https://www.openstreetmap.org/node/1761493562,173 bis,POINT(2.400759 48.860270)
https://www.openstreetmap.org/node/1761493563,175,POINT(2.400627 48.860447)
https://www.openstreetmap.org/node/1761493564,177,POINT(2.400520 48.860602)
https://www.openstreetmap.org/node/1761493565,179,POINT(2.400486 48.860651)
https://www.openstreetmap.org/node/1761493566,185,POINT(2.400271 48.861030)
https://www.openstreetmap.org/node/1761493567,187,POINT(2.400237 48.861121)
https://www.openstreetmap.org/node/1761493568,189,POINT(2.400189 48.861235)
https://www.openstreetmap.org/node/1761500471,11,POINT(2.400815 48.861973)
https://www.openstreetmap.org/node/1761500474,166,POINT(2.400623 48.860912)
https://www.openstreetmap.org/node/1761500495,168,POINT(2.400574 48.861019)
https://www.openstreetmap.org/node/1761500499,170,POINT(2.400485 48.861202)
https://www.openstreetmap.org/node/1761500504,172,POINT(2.400411 48.861380)
https://www.openstreetmap.org/node/1761500507,174,POINT(2.400361 48.861538)
https://www.openstreetmap.org/node/1761500512,191,POINT(2.400140 48.861365)
https://www.openstreetmap.org/node/1761500515,195,POINT(2.400102 48.861481)
https://www.openstreetmap.org/node/1761500516,195 bis,POINT(2.400070 48.861595)
https://www.openstreetmap.org/node/1761500521,7,POINT(2.400478 48.861874)
https://www.openstreetmap.org/node/1761500524,9,POINT(2.400660 48.861927)
https://www.openstreetmap.org/node/1761504252,178,POINT(2.400279 48.861901)
https://www.openstreetmap.org/node/1761504256,180,POINT(2.400261 48.862028)
https://www.openstreetmap.org/node/1761504260,180 bis,POINT(2.400230 48.862216)
https://www.openstreetmap.org/node/1761504266,182,POINT(2.400198 48.862371)
https://www.openstreetmap.org/node/1761504272,184,POINT(2.400176 48.862464)
https://www.openstreetmap.org/node/1761504279,190,POINT(2.399997 48.862975)
https://www.openstreetmap.org/node/1761504283,199,POINT(2.399960 48.862212)
https://www.openstreetmap.org/node/1761504308,203,POINT(2.399910 48.862417)
https://www.openstreetmap.org/node/1761504315,205,POINT(2.399884 48.862514)
https://www.openstreetmap.org/node/1761504321,207,POINT(2.399861 48.862593)
https://www.openstreetmap.org/node/1761504327,209,POINT(2.399819 48.862713)
https://www.openstreetmap.org/node/1761504330,211,POINT(2.399792 48.862786)
https://www.openstreetmap.org/node/1761504334,213,POINT(2.399758 48.862870)
https://www.openstreetmap.org/node/1761504337,215,POINT(2.399726 48.862943)
https://www.openstreetmap.org/node/1761504342,217,POINT(2.399696 48.863004)
https://www.openstreetmap.org/node/1761506681,219,POINT(2.399666 48.863063)
https://www.openstreetmap.org/node/1761506684,221,POINT(2.399629 48.863138)
https://www.openstreetmap.org/node/1761506688,223,POINT(2.399599 48.863196)
https://www.openstreetmap.org/node/1761506693,227,POINT(2.399553 48.863275)
https://www.openstreetmap.org/node/1761544117,156,POINT(2.406882 48.862722)
https://www.openstreetmap.org/node/1761544118,158,POINT(2.407164 48.862760)
https://www.openstreetmap.org/node/1761544119,160,POINT(2.407412 48.862919)
https://www.openstreetmap.org/node/1761544120,162,POINT(2.407461 48.863048)
https://www.openstreetmap.org/node/1761544121,164,POINT(2.407708 48.863185)
https://www.openstreetmap.org/node/1761544122,166,POINT(2.407546 48.863407)
https://www.openstreetmap.org/node/1761544123,168,POINT(2.407699 48.863565)
https://www.openstreetmap.org/node/1761544124,170,POINT(2.407857 48.863726)
https://www.openstreetmap.org/node/1761544125,172,POINT(2.407965 48.863836)
https://www.openstreetmap.org/node/1761544127,174,POINT(2.408047 48.863921)
https://www.openstreetmap.org/node/1761544128,176,POINT(2.408133 48.864011)
https://www.openstreetmap.org/node/1761544129,177,POINT(2.407937 48.864195)
https://www.openstreetmap.org/node/1761544130,178,POINT(2.408223 48.864104)
https://www.openstreetmap.org/node/1761544131,179,POINT(2.408048 48.864310)
https://www.openstreetmap.org/node/1761544132,76,POINT(2.407454 48.864463)
https://www.openstreetmap.org/node/1761544133,78,POINT(2.407572 48.864458)
https://www.openstreetmap.org/node/1761544134,80,POINT(2.407715 48.864453)
https://www.openstreetmap.org/node/1761544135,80 bis,POINT(2.407881 48.864446)
https://www.openstreetmap.org/node/1761544136,82,POINT(2.408008 48.864441)
https://www.openstreetmap.org/node/1761545053,1,POINT(2.407422 48.863811)
https://www.openstreetmap.org/node/1761545056,11,POINT(2.407064 48.863975)
https://www.openstreetmap.org/node/1761545074,13,POINT(2.407006 48.864004)
https://www.openstreetmap.org/node/1761545078,15,POINT(2.406698 48.864148)
https://www.openstreetmap.org/node/1761545083,3,POINT(2.407312 48.863860)
https://www.openstreetmap.org/node/1761545085,5,POINT(2.407249 48.863890)
https://www.openstreetmap.org/node/1761545088,7,POINT(2.407183 48.863921)
https://www.openstreetmap.org/node/1761545091,9,POINT(2.407114 48.863953)
https://www.openstreetmap.org/node/1763203309,7,POINT(2.318181 48.887760)
https://www.openstreetmap.org/node/1763206078,10,POINT(2.402088 48.862315)
https://www.openstreetmap.org/node/1763206082,11,POINT(2.402284 48.862560)
https://www.openstreetmap.org/node/1763206086,12,POINT(2.402251 48.862402)
https://www.openstreetmap.org/node/1763206089,14,POINT(2.402377 48.862470)
https://www.openstreetmap.org/node/1763206092,4,POINT(2.401667 48.862088)
https://www.openstreetmap.org/node/1763206096,5,POINT(2.401734 48.862262)
https://www.openstreetmap.org/node/1763206098,6,POINT(2.401811 48.862166)
https://www.openstreetmap.org/node/1763206106,7,POINT(2.401952 48.862380)
https://www.openstreetmap.org/node/1763206109,8,POINT(2.401954 48.862243)
https://www.openstreetmap.org/node/1763206113,9,POINT(2.402201 48.862515)
https://www.openstreetmap.org/node/1763207124,11,POINT(2.401724 48.861493)
https://www.openstreetmap.org/node/1763207128,13,POINT(2.401643 48.861565)
https://www.openstreetmap.org/node/1763207131,15,POINT(2.401584 48.861620)
https://www.openstreetmap.org/node/1763207135,17,POINT(2.401542 48.861658)
https://www.openstreetmap.org/node/1763207138,19,POINT(2.401445 48.861749)
https://www.openstreetmap.org/node/1763207141,26,POINT(2.401577 48.861812)
https://www.openstreetmap.org/node/1763207142,28,POINT(2.401536 48.861851)
https://www.openstreetmap.org/node/1763208264,16,POINT(2.401976 48.861452)
https://www.openstreetmap.org/node/1763208274,16 bis,POINT(2.401949 48.861475)
https://www.openstreetmap.org/node/1763208277,16 ter,POINT(2.401903 48.861514)
https://www.openstreetmap.org/node/1763208280,18,POINT(2.401863 48.861547)
https://www.openstreetmap.org/node/1763208283,22,POINT(2.401700 48.861699)
https://www.openstreetmap.org/node/1763208285,24,POINT(2.401634 48.861760)
https://www.openstreetmap.org/node/1763208626,2,POINT(2.401914 48.861610)
https://www.openstreetmap.org/node/1763208630,4,POINT(2.402012 48.861657)
https://www.openstreetmap.org/node/1763208639,6,POINT(2.402082 48.861691)
https://www.openstreetmap.org/node/1763210676,10,POINT(2.402417 48.861853)
https://www.openstreetmap.org/node/1763210680,12,POINT(2.402527 48.861907)
https://www.openstreetmap.org/node/1763210683,14,POINT(2.402599 48.861943)
https://www.openstreetmap.org/node/1763210686,16,POINT(2.402749 48.862011)
https://www.openstreetmap.org/node/1763210690,18,POINT(2.402936 48.862103)
https://www.openstreetmap.org/node/1763210692,20,POINT(2.403080 48.862173)
https://www.openstreetmap.org/node/1763210695,22,POINT(2.403326 48.862292)
https://www.openstreetmap.org/node/1763210698,8,POINT(2.402239 48.861767)
https://www.openstreetmap.org/node/1763212671,11,POINT(2.402662 48.862108)
https://www.openstreetmap.org/node/1763212674,13,POINT(2.402805 48.862175)
https://www.openstreetmap.org/node/1763212680,15,POINT(2.402981 48.862260)
https://www.openstreetmap.org/node/1763212685,17,POINT(2.403140 48.862340)
https://www.openstreetmap.org/node/1763212711,19,POINT(2.403245 48.862387)
https://www.openstreetmap.org/node/1763212713,3,POINT(2.402377 48.861968)
https://www.openstreetmap.org/node/1763212715,5,POINT(2.402102 48.861835)
https://www.openstreetmap.org/node/1764224715,42,POINT(2.397391 48.854967)
https://www.openstreetmap.org/node/1764224716,42b,POINT(2.397269 48.855098)
https://www.openstreetmap.org/node/1764224717,44,POINT(2.397124 48.855246)
https://www.openstreetmap.org/node/1764224718,45,POINT(2.397295 48.854866)
https://www.openstreetmap.org/node/1764224719,46,POINT(2.396986 48.855395)
https://www.openstreetmap.org/node/1764224720,47,POINT(2.397106 48.855061)
https://www.openstreetmap.org/node/1764224721,48,POINT(2.396860 48.855520)
https://www.openstreetmap.org/node/1764224722,49,POINT(2.396976 48.855198)
https://www.openstreetmap.org/node/1764224723,49b,POINT(2.396939 48.855237)
https://www.openstreetmap.org/node/1764224724,50,POINT(2.396758 48.855624)
https://www.openstreetmap.org/node/1764224725,52,POINT(2.396603 48.855787)
https://www.openstreetmap.org/node/1764224726,53,POINT(2.396754 48.855428)
https://www.openstreetmap.org/node/1764224727,53b,POINT(2.396647 48.855542)
https://www.openstreetmap.org/node/1764224728,54,POINT(2.396460 48.855960)
https://www.openstreetmap.org/node/1764224729,55,POINT(2.396534 48.855658)
https://www.openstreetmap.org/node/1764224730,55b,POINT(2.396412 48.855784)
https://www.openstreetmap.org/node/1764224731,56,POINT(2.396388 48.856107)
https://www.openstreetmap.org/node/1764224732,57,POINT(2.396319 48.855898)
https://www.openstreetmap.org/node/1764224733,59,POINT(2.396259 48.856018)
https://www.openstreetmap.org/node/1764224734,59b,POINT(2.396212 48.856110)
https://www.openstreetmap.org/node/1764224735,60,POINT(2.396297 48.856286)
https://www.openstreetmap.org/node/1764224736,62,POINT(2.396237 48.856406)
https://www.openstreetmap.org/node/1764224737,63,POINT(2.396060 48.856415)
https://www.openstreetmap.org/node/1764224738,64,POINT(2.396187 48.856508)
https://www.openstreetmap.org/node/1764224739,65,POINT(2.396008 48.856517)
https://www.openstreetmap.org/node/1764224740,67,POINT(2.395967 48.856601)
https://www.openstreetmap.org/node/1764228568,2,POINT(2.397172 48.856647)
https://www.openstreetmap.org/node/1764228569,2,POINT(2.397123 48.856655)
https://www.openstreetmap.org/node/1764228933,1,POINT(2.397294 48.856687)
https://www.openstreetmap.org/node/1764229800,3,POINT(2.397374 48.856569)
https://www.openstreetmap.org/node/1764229801,4,POINT(2.397264 48.856513)
https://www.openstreetmap.org/node/1764229802,5,POINT(2.397490 48.856404)
